Country,Admin1,Facility name,Facility type,Ownership,Latitude,Longitude,LL source
South Sudan,Eastern Equatoria,Kadumakuc Primary Health Care Unit,Primary Health Care Unit,MoH,4.2166,33.5999,GPS
South Sudan,Eastern Equatoria,Kalacha Primary Health Care Unit,Primary Health Care Unit,MoH,4.6822,34.1065,GPS
South Sudan,Eastern Equatoria,Kalisoni Primary Health Care Unit,Primary Health Care Unit,MoH,4.0308,32.4876,Geonames
South Sudan,Eastern Equatoria,Kaludo Primary Health Care Unit,Primary Health Care Unit,MoH,4.7373,34.1,Geonames
South Sudan,Eastern Equatoria,Kalupe Primary Health Care Unit,Primary Health Care Unit,MoH,4.7763,33.8044,GPS
South Sudan,Eastern Equatoria,Kapeta Primary Health Care Unit,Primary Health Care Unit,MoH,4.3092,33.6425,GPS
South Sudan,Eastern Equatoria,Kapoeta County Hospital,County Hospital,MoH,4.7724,33.5916,GPS
South Sudan,Eastern Equatoria,Kapoeta Misson Hospital Primary Health Care Centre,Primary Health Care Centre,FBO/NGO,4.7439,33.6012,GPS
South Sudan,Eastern Equatoria,Kathac Primary Health Care Unit,Primary Health Care Unit,MoH,4.228,33.4861,GPS
South Sudan,Eastern Equatoria,Kerepi Primary Health Care Unit,Primary Health Care Unit,MoH,3.9025,31.9248,GPS
South Sudan,Eastern Equatoria,Khomush Primary Health Care Unit,Primary Health Care Unit,MoH,4.2158,32.3772,GPS
South Sudan,Eastern Equatoria,Kibak Primary Health Care Unit,Primary Health Care Unit,MoH,4.9956,33.5793,Geonames
South Sudan,Eastern Equatoria,Kibogoro Primary Health Care Unit,Primary Health Care Unit,MoH,4.4021,33.5218,GPS
South Sudan,Eastern Equatoria,Kicenga Primary Health Care Unit,Primary Health Care Unit,MoH,3.8938,32.6546,GPS
South Sudan,Eastern Equatoria,Kichenga Primary Health Care Unit,Primary Health Care Unit,MoH,3.8776,32.6268,GPS
South Sudan,Eastern Equatoria,Kidepo Primary Health Care Unit,Primary Health Care Unit,MoH,4.6602,33.1577,GPS
South Sudan,Eastern Equatoria,Kikilai Primary Health Care Unit,Primary Health Care Unit,MoH,4.1332,33.6022,GPS
South Sudan,Eastern Equatoria,Kimotong Primary Health Care Centre,Primary Health Care Centre,MoH,4.6849,33.264,GPS
South Sudan,Eastern Equatoria,Komiri Primary Health Care Centre,Primary Health Care Centre,MoH,4.2324,33.4928,GPS
South Sudan,Eastern Equatoria,Kudo Primary Health Care Centre,Primary Health Care Centre,MoH,4.5485,32.2278,GPS
South Sudan,Eastern Equatoria,Kuji Primary Health Care Unit,Primary Health Care Unit,MoH,4.954,32.4287,Geonames
South Sudan,Eastern Equatoria,Kujikor Primary Health Care Unit,Primary Health Care Unit,MoH,4.9568,32.4289,GPS
South Sudan,Eastern Equatoria,Kuron Phc Primary Health Care Centre,Primary Health Care Centre,MoH,5.7049,34.565,GPS
South Sudan,Eastern Equatoria,Lacharok Primary Health Care Unit,Primary Health Care Unit,MoH,4.8668,32.7017,Geonames
South Sudan,Eastern Equatoria,Lafon _1 Primary Health Care Centre,Primary Health Care Centre,MoH,5.0304,32.4761,GPS
South Sudan,Eastern Equatoria,Lagii Primary Health Care Unit,Primary Health Care Unit,MoH,3.97,32.0524,Geonames
South Sudan,Eastern Equatoria,lalanga Primary Health Care Unit,Primary Health Care Unit,MoH,4.5908,32.9032,GPS
South Sudan,Eastern Equatoria,Lalanga Primary Health Care Unit,Primary Health Care Unit,MoH,4.5909,32.9034,GPS
South Sudan,Eastern Equatoria,Langaro Primary Health Care Unit,Primary Health Care Unit,MoH,4.4583,32.2992,GPS
South Sudan,Eastern Equatoria,Lauro Primary Health Care Centre,Primary Health Care Centre,MoH,4.3399,33.6746,GPS
South Sudan,Eastern Equatoria,Lawaci Primary Health Care Unit,Primary Health Care Unit,MoH,3.8718,32.4794,Geonames
South Sudan,Eastern Equatoria,Lelang / Ohilang Primary Health Care Unit,Primary Health Care Unit,MoH,4.6745,32.7807,GPS
South Sudan,Eastern Equatoria,Lerwa Primary Health Care Unit,Primary Health Care Unit,MoH,3.8597,32.484,GPS
South Sudan,Eastern Equatoria,Loa Mission Primary Health Care Centre,Primary Health Care Centre,FBO/NGO,3.8062,31.9621,Geonames
South Sudan,Eastern Equatoria,Loa Primary Health Care Unit,Primary Health Care Unit,MoH,3.7977,31.9824,GPS
South Sudan,Eastern Equatoria,Lobira Primary Health Care Unit,Primary Health Care Unit,MoH,4.3964,33.0607,GPS
South Sudan,Eastern Equatoria,Lobone Primary Health Care Centre,Primary Health Care Centre,MoH,3.7979,32.7613,GPS
South Sudan,Eastern Equatoria,Loboya Primary Health Care Unit,Primary Health Care Unit,MoH,4.0546,32.974,GPS
South Sudan,Eastern Equatoria,Lobwaya Primary Health Care Unit,Primary Health Care Unit,MoH,4.0503,32.9776,GPS
South Sudan,Eastern Equatoria,Locharok Primary Health Care Unit,Primary Health Care Unit,MoH,4.867,32.7019,GPS
South Sudan,Eastern Equatoria,Lodurumo Primary Health Care Unit,Primary Health Care Unit,MoH,4.2242,33.1945,Geonames
South Sudan,Eastern Equatoria,Lodwara Primary Health Care Unit,Primary Health Care Unit,MoH,4.1942,33.2061,GPS
South Sudan,Eastern Equatoria,Lofi Primary Health Care Centre,Primary Health Care Centre,MoH,4.2281,32.9852,GPS
South Sudan,Eastern Equatoria,Lofiri Primary Health Care Unit,Primary Health Care Unit,MoH,4.504,32.3485,GPS
South Sudan,Eastern Equatoria,Lofulung Primary Health Care Unit,Primary Health Care Unit,MoH,3.8024,33.4329,Geonames
South Sudan,Eastern Equatoria,Loganawati Primary Health Care Unit,Primary Health Care Unit,MoH,4.8414,32.6909,GPS
South Sudan,Eastern Equatoria,Logire Hutuk Hingya (Kapoeta) Primary Health Care Unit,Primary Health Care Unit,MoH,4.7039,33.9115,Geonames
South Sudan,Eastern Equatoria,Logire Hutuk Hingya _Ikotos Primary Health Care Unit,Primary Health Care Unit,MoH,4.015,33.0211,Geonames
South Sudan,Eastern Equatoria,Lohidele Primary Health Care Unit,Primary Health Care Unit,MoH,4.3798,33.3844,Geonames
South Sudan,Eastern Equatoria,Lohotuk Aic Primary Health Care Centre,Primary Health Care Centre,MoH,4.6424,32.8562,GPS
South Sudan,Eastern Equatoria,Lojiong Primary Health Care Unit,Primary Health Care Unit,MoH,4.2867,33.432,GPS
South Sudan,Eastern Equatoria,Lokidele Primary Health Care Centre,Primary Health Care Centre,MoH,4.2246,33.5529,GPS
South Sudan,Eastern Equatoria,Lokoges Primary Health Care Unit,Primary Health Care Unit,MoH,5.1931,33.4998,Geonames
South Sudan,Eastern Equatoria,Lokwamor Primary Health Care Unit,Primary Health Care Unit,MoH,4.8616,33.4822,GPS
South Sudan,Eastern Equatoria,Lolere Primary Health Care Unit,Primary Health Care Unit,MoH,4.4351,32.4806,GPS
South Sudan,Eastern Equatoria,Lomariti Primary Health Care Unit,Primary Health Care Unit,MoH,3.88,32.72,GPS
South Sudan,Eastern Equatoria,Lomeyan North Primary Health Care Unit,Primary Health Care Unit,MoH,4.9077,33.451,GPS
South Sudan,Eastern Equatoria,Loming Primary Health Care Unit,Primary Health Care Unit,MoH,4.3651,33.6721,GPS
South Sudan,Eastern Equatoria,Loming Primary Health Care Unit,Primary Health Care Unit,MoH,4.5228,32.9299,GPS
South Sudan,Eastern Equatoria,lomwoo Primary Health Care Unit,Primary Health Care Unit,MoH,4.0844,32.9354,GPS
South Sudan,Eastern Equatoria,Lomwoo Primary Health Care Unit,Primary Health Care Unit,MoH,4.0844,32.9354,GPS
South Sudan,Eastern Equatoria,Longario Primary Health Care Unit,Primary Health Care Unit,MoH,3.8308,33.5663,GPS
South Sudan,Eastern Equatoria,Longeleya Primary Health Care Unit,Primary Health Care Unit,MoH,4.7631,33.5935,Geonames
South Sudan,Eastern Equatoria,Longiro Primary Health Care Unit,Primary Health Care Unit,MoH,4.7889,32.6278,GPS
South Sudan,Eastern Equatoria,Longiro Primary Health Care Unit,Primary Health Care Unit,MoH,4.8973,32.6027,GPS
South Sudan,Eastern Equatoria,longnawati Primary Health Care Unit,Primary Health Care Unit,MoH,4.8388,32.6896,Geonames
South Sudan,Eastern Equatoria,Longu Primary Health Care Unit,Primary Health Care Unit,MoH,3.5665,32.1325,GPS
South Sudan,Eastern Equatoria,Loolim Primary Health Care Unit,Primary Health Care Unit,MoH,4.5879,34.045,GPS
South Sudan,Eastern Equatoria,Lopetet Primary Health Care Unit,Primary Health Care Unit,MoH,5.012,33.5144,Geonames
South Sudan,Eastern Equatoria,Lopus Primary Health Care Unit,Primary Health Care Unit,MoH,3.8041,33.4344,GPS
South Sudan,Eastern Equatoria,Lorema Primary Health Care Centre,Primary Health Care Centre,MoH,4.1606,33.6607,GPS
South Sudan,Eastern Equatoria,Lorima Primary Health Care Centre,Primary Health Care Centre,MoH,4.0647,33.157,GPS
South Sudan,Eastern Equatoria,Loriyok Primary Health Care Unit,Primary Health Care Unit,MoH,4.5192,33.3231,GPS
South Sudan,Eastern Equatoria,Loronyo Primary Health Care Unit,Primary Health Care Unit,MoH,4.6494,32.6454,GPS
South Sudan,Eastern Equatoria,Lotimor Primary Health Care Unit,Primary Health Care Unit,MoH,5.31,35.0749,GPS
South Sudan,Eastern Equatoria,Lotome Primary Health Care Unit,Primary Health Care Unit,MoH,3.9749,33.45,GPS
South Sudan,Eastern Equatoria,Loulang Primary Health Care Unit,Primary Health Care Unit,MoH,4.2404,32.3769,Geonames
South Sudan,Eastern Equatoria,Lowoa Mission CDOT Primary Health Care Centre,Primary Health Care Centre,FBO/NGO,3.8073,31.9621,Geonames
South Sudan,Eastern Equatoria,Lowoi Primary Health Care Centre,Primary Health Care Centre,MoH,4.4899,32.1676,Geonames
South Sudan,Eastern Equatoria,Lowoyakali Primary Health Care Unit,Primary Health Care Unit,MoH,4.6782,33.8159,GPS
South Sudan,Eastern Equatoria,Lwala Primary Health Care Unit,Primary Health Care Unit,MoH,4.8075,32.477,Geonames
South Sudan,Eastern Equatoria,Magwi CDOT Primary Health Care Unit,Primary Health Care Unit,MoH,4.1229,32.3043,GPS
South Sudan,Eastern Equatoria,Magwi Dot Primary Health Care Centre,Primary Health Care Centre,MoH,4.1229,32.3043,GPS
South Sudan,Eastern Equatoria,Magwi Primary Health Care Centre,Primary Health Care Centre,MoH,4.1357,32.3009,Geonames
South Sudan,Eastern Equatoria,Maji Primary Health Care Unit,Primary Health Care Unit,MoH,4.0907,32.2087,GPS
South Sudan,Eastern Equatoria,Malaya Primary Health Care Unit,Primary Health Care Unit,MoH,4.41,32.5721,Geonames
South Sudan,Eastern Equatoria,Malnyang Primary Health Care Unit,Primary Health Care Unit,MoH,5.043,32.3914,GPS
South Sudan,Eastern Equatoria,Mangalla Primary Health Care Unit,Primary Health Care Unit,MoH,4.2609,33.1878,GPS
South Sudan,Eastern Equatoria,Masindi Primary Health Care Unit,Primary Health Care Unit,MoH,3.5899,32.1775,GPS
South Sudan,Eastern Equatoria,Mogos Primary Health Care Unit,Primary Health Care Unit,MoH,5.2675,33.7712,Geonames
South Sudan,Eastern Equatoria,Mogosa Primary Health Care Centre,Primary Health Care Centre,MoH,5.1248,33.7906,Geonames
South Sudan,Eastern Equatoria,Moli Primary Health Care Centre,Primary Health Care Centre,MoH,4.0308,31.9546,Geonames
South Sudan,Eastern Equatoria,Moliadro Primary Health Care Unit,Primary Health Care Unit,MoH,3.988,31.8685,GPS
South Sudan,Eastern Equatoria,Momoria Primary Health Care Unit,Primary Health Care Unit,MoH,4.1123,33.0853,GPS
South Sudan,Eastern Equatoria,Mossigo Primary Health Care Unit,Primary Health Care Unit,MoH,5.2675,33.7712,Geonames
South Sudan,Eastern Equatoria,Moti Primary Health Care Unit,Primary Health Care Unit,MoH,4.334,32.5483,Geonames
South Sudan,Eastern Equatoria,Mugali Ii Primary Health Care Centre,Primary Health Care Centre,MoH,3.5665,32.1972,Geonames
South Sudan,Eastern Equatoria,Mugali Primary Health Care Unit,Primary Health Care Unit,MoH,3.5667,32.1976,Geonames
South Sudan,Eastern Equatoria,Muhatiga Primary Health Care Unit,Primary Health Care Unit,MoH,4.5103,32.7844,GPS
South Sudan,Eastern Equatoria,Mura Lopit Primary Health Care Unit,Primary Health Care Unit,MoH,4.7948,32.725,GPS
South Sudan,Eastern Equatoria,Mura Lopit Primary Health Care Unit,Primary Health Care Unit,MoH,4.7948,32.725,GPS
South Sudan,Eastern Equatoria,Mura-Hatiha Primary Health Care Unit,Primary Health Care Unit,MoH,4.5103,32.7844,GPS
South Sudan,Eastern Equatoria,Mutebwa Primary Health Care Unit,Primary Health Care Unit,MoH,3.5667,32.1976,Geonames
South Sudan,Eastern Equatoria,Nachilagur Primary Health Care Unit,Primary Health Care Unit,MoH,4.6993,33.5662,Geonames
South Sudan,Eastern Equatoria,Nachukut Primary Health Care Unit,Primary Health Care Unit,MoH,4.9097,33.9649,Geonames
South Sudan,Eastern Equatoria,Nadapal Primary Health Care Unit,Primary Health Care Unit,MoH,4.4487,34.1845,GPS
South Sudan,Eastern Equatoria,Nagishot Primary Health Care Unit,Primary Health Care Unit,MoH,4.2673,33.5663,GPS
South Sudan,Eastern Equatoria,Nakoringole Primary Health Care Unit,Primary Health Care Unit,MoH,3.863,33.4763,GPS
South Sudan,Eastern Equatoria,Nakwa Khor Komuge Primary Health Care Unit,Primary Health Care Unit,MoH,5.0672,33.5535,GPS
South Sudan,Eastern Equatoria,Naliel Primary Health Care Unit,Primary Health Care Unit,MoH,4.8233,34.2201,GPS
South Sudan,Eastern Equatoria,Nalingaro Primary Health Care Unit,Primary Health Care Unit,MoH,4.1604,33.6395,GPS
South Sudan,Eastern Equatoria,Nalingaro Primary Health Care Unit,Primary Health Care Unit,MoH,4.7214,33.6211,GPS
South Sudan,Eastern Equatoria,Naminitoit Primary Health Care Unit,Primary Health Care Unit,MoH,5.2012,33.5142,Geonames
South Sudan,Eastern Equatoria,Namonichek Primary Health Care Unit,Primary Health Care Unit,MoH,5.2795,33.3924,Geonames
South Sudan,Eastern Equatoria,Namoroyang Primary Health Care Unit,Primary Health Care Unit,MoH,4.6259,33.6568,GPS
South Sudan,Eastern Equatoria,Namorupus Primary Health Care Unit,Primary Health Care Unit,MoH,5.4708,34.647,GPS
South Sudan,Eastern Equatoria,Nanyangachor Primary Health Care Unit,Primary Health Care Unit,MoH,5.49,34.81,Geonames
South Sudan,Eastern Equatoria,Napep Primary Health Care Unit,Primary Health Care Unit,MoH,4.3524,33.5492,GPS
South Sudan,Eastern Equatoria,Napotpot (Loburi) Primary Health Care Unit,Primary Health Care Unit,MoH,4.6267,33.8991,GPS
South Sudan,Eastern Equatoria,Narus Dot Primary Health Care Centre,Primary Health Care Centre,MoH,4.5048,34.1701,GPS
South Sudan,Eastern Equatoria,Nasigirate Primary Health Care Unit,Primary Health Care Unit,MoH,4.9753,33.6991,Geonames
South Sudan,Eastern Equatoria,Nathilani Primary Health Care Unit,Primary Health Care Unit,MoH,4.3345,33.6791,Geonames
South Sudan,Eastern Equatoria,Natinga Primary Health Care Unit,Primary Health Care Unit,MoH,4.1961,33.9454,GPS
South Sudan,Eastern Equatoria,National Health Insurance Fund Primary Health Care Unit,Primary Health Care Unit,MoH,4.4186,32.5447,Geonames
South Sudan,Eastern Equatoria,New Cush Primary Health Care Unit,Primary Health Care Unit,MoH,4.1059,33.8418,GPS
South Sudan,Eastern Equatoria,New Site Wodran Primary Health Care Centre,Primary Health Care Centre,MoH,4.2504,34.0015,Geonames
South Sudan,Eastern Equatoria,Ngaluma Primary Health Care Unit,Primary Health Care Unit,MoH,3.9797,33.0067,GPS
South Sudan,Eastern Equatoria,Ngaluma Primary Health Care Unit,Primary Health Care Unit,MoH,3.9799,33.067,GPS
South Sudan,Eastern Equatoria,Ngatuba Primary Health Care Unit,Primary Health Care Unit,MoH,4.2567,33.6992,GPS
South Sudan,Eastern Equatoria,Nimule Cdot Primary Health Care Centre,Primary Health Care Centre,MoH,3.585,32.0862,GPS
South Sudan,Eastern Equatoria,Nimule County Hospital,County Hospital,MoH,3.6003,32.0567,GPS
South Sudan,Eastern Equatoria,Normeca State Hospital,State Hospital,MoH,4.725,33.5315,GPS
South Sudan,Eastern Equatoria,Npa Chukudum County Hospital,County Hospital,MoH,4.2561,33.4561,GPS
South Sudan,Eastern Equatoria,Nyaciga Jun. Offi. Military Academy (Njoma) Primary Health Care Centre,Primary Health Care Centre,MoH,3.8404,32.2517,GPS
South Sudan,Eastern Equatoria,Nyidida Primary Health Care Unit,Primary Health Care Unit,MoH,5.102,32.4686,Geonames
South Sudan,Eastern Equatoria,Nyong Primary Health Care Unit,Primary Health Care Unit,MoH,4.4185,32.5447,Geonames
South Sudan,Eastern Equatoria,Obbo Primary Health Care Centre,Primary Health Care Centre,MoH,4.0446,32.4242,GPS
South Sudan,Eastern Equatoria,Offi _Kudo Primary Health Care Unit,Primary Health Care Unit,MoH,4.5022,32.5838,Geonames
South Sudan,Eastern Equatoria,Offi Longelwa Primary Health Care Unit,Primary Health Care Unit,MoH,3.8404,32.2517,GPS
South Sudan,Eastern Equatoria,Offiriha Torit _Ikotos Primary Health Care Unit,Primary Health Care Unit,MoH,4.2801,33.0697,Geonames
South Sudan,Eastern Equatoria,Offiriha Torit Primary Health Care Unit,Primary Health Care Unit,MoH,4.4217,32.6441,Geonames
South Sudan,Eastern Equatoria,Ofiri Primary Health Care Unit,Primary Health Care Unit,MoH,4.1397,33.0572,Geonames
South Sudan,Eastern Equatoria,Ofirika Primary Health Care Unit,Primary Health Care Unit,MoH,4.1995,32.1934,GPS
South Sudan,Eastern Equatoria,Ogire Primary Health Care Unit,Primary Health Care Unit,MoH,4.3596,32.5513,GPS
South Sudan,Eastern Equatoria,Ogurung Primary Health Care Unit,Primary Health Care Unit,MoH,4.3959,32.9032,GPS
South Sudan,Eastern Equatoria,Ohila Primary Health Care Unit,Primary Health Care Unit,MoH,4.6547,32.4814,GPS
South Sudan,Eastern Equatoria,Ohila Primary Health Care Unit,Primary Health Care Unit,MoH,4.6547,32.4814,GPS
South Sudan,Eastern Equatoria,Ohiri Primary Health Care Unit,Primary Health Care Unit,MoH,4.7308,32.5104,GPS
South Sudan,Eastern Equatoria,Okorohore Primary Health Care Centre,Primary Health Care Centre,MoH,4.1572,33.1696,GPS
South Sudan,Eastern Equatoria,Olianga Primary Health Care Unit,Primary Health Care Unit,MoH,4.3416,32.9213,GPS
South Sudan,Eastern Equatoria,Olikwi Primary Health Care Unit,Primary Health Care Unit,MoH,3.5709,32.0791,GPS
South Sudan,Eastern Equatoria,Omeo Primary Health Care Unit,Primary Health Care Unit,MoH,4.2099,32.2477,GPS
South Sudan,Eastern Equatoria,Ongelet Primary Health Care Unit,Primary Health Care Unit,MoH,4.6092,32.6768,GPS
South Sudan,Eastern Equatoria,Opari 1 Primary Health Care Centre,Primary Health Care Centre,MoH,3.9234,32.0675,Geonames
South Sudan,Eastern Equatoria,Oriaju Primary Health Care Unit,Primary Health Care Unit,MoH,4.5717,32.7278,GPS
South Sudan,Eastern Equatoria,Orobe Primary Health Care Unit,Primary Health Care Unit,MoH,3.8573,31.9584,Geonames
South Sudan,Eastern Equatoria,Osito Primary Health Care Unit,Primary Health Care Unit,MoH,4.5542,32.4878,GPS
South Sudan,Eastern Equatoria,Otose Primary Health Care Unit,Primary Health Care Unit,MoH,4.2742,32.3847,GPS
South Sudan,Eastern Equatoria,Owinykibul Primary Health Care Unit,Primary Health Care Unit,MoH,3.8411,32.2657,GPS
South Sudan,Eastern Equatoria,Owinykibul Primary Health Care Unit,Primary Health Care Unit,MoH,3.8411,32.2657,GPS
South Sudan,Eastern Equatoria,Pachidi Primary Health Care Unit,Primary Health Care Unit,MoH,4.8057,32.4766,GPS
South Sudan,Eastern Equatoria,Pageri Primary Health Care Unit,Primary Health Care Unit,MoH,3.8673,31.9572,Geonames
South Sudan,Eastern Equatoria,Pajok Primary Health Care Centre,Primary Health Care Centre,MoH,3.8597,32.4839,Geonames
South Sudan,Eastern Equatoria,Palonganyi Primary Health Care Unit,Primary Health Care Unit,MoH,4.1271,32.3166,GPS
South Sudan,Eastern Equatoria,Palotaka Primary Health Care Unit,Primary Health Care Unit,MoH,4.023,32.472,GPS
South Sudan,Eastern Equatoria,Palwar Primary Health Care Unit,Primary Health Care Unit,MoH,3.9175,32.598,GPS
South Sudan,Eastern Equatoria,Panyakwawa Primary Health Care Centre,Primary Health Care Centre,MoH,4.0825,32.1788,GPS
South Sudan,Eastern Equatoria,Pareri Primary Health Care Centre,Primary Health Care Centre,MoH,3.8566,31.9605,Geonames
South Sudan,Eastern Equatoria,Paringa Primary Health Care Unit,Primary Health Care Unit,MoH,4.8478,33.5633,GPS
South Sudan,Eastern Equatoria,Patibi Primary Health Care Unit,Primary Health Care Unit,MoH,3.8805,32.0191,GPS
South Sudan,Eastern Equatoria,Payira Primary Health Care Unit,Primary Health Care Unit,MoH,4.8082,32.4756,Geonames
South Sudan,Eastern Equatoria,Piobokoi Primary Health Care Unit,Primary Health Care Unit,MoH,4.085,33.7589,GPS
South Sudan,Eastern Equatoria,Pogee Primary Health Care Unit,Primary Health Care Unit,MoH,3.7667,32.5188,GPS
South Sudan,Eastern Equatoria,Ramula Boma Primary Health Care Unit,Primary Health Care Unit,MoH,4.088,33.2458,GPS
South Sudan,Eastern Equatoria,Riwoto Primary Health Care Centre,Primary Health Care Centre,MoH,4.8822,33.5058,Geonames
South Sudan,Eastern Equatoria,Smc/Narus Primary Health Care Centre,Primary Health Care Centre,FBO/NGO,4.5034,34.1618,GPS
South Sudan,Eastern Equatoria,Sudanese Gospel Mission Primary Health Care Centre,Primary Health Care Centre,FBO/NGO,3.7988,31.9814,GPS
South Sudan,Eastern Equatoria,Taar Primary Health Care Unit,Primary Health Care Unit,MoH,5.1055,32.4788,Geonames
South Sudan,Eastern Equatoria,Tirangore Primary Health Care Unit,Primary Health Care Unit,MoH,4.4904,32.7967,GPS
South Sudan,Eastern Equatoria,Torit State Hospital,State Hospital,MoH,4.4063,32.576,Geonames
South Sudan,Eastern Equatoria,Tseretenya Primary Health Care Unit,Primary Health Care Unit,MoH,3.8317,33.22,GPS
South Sudan,Eastern Equatoria,Tuhubak Primary Health Care Unit,Primary Health Care Unit,MoH,4.45,33.016,GPS
South Sudan,Eastern Equatoria,Tulugi Primary Health Care Unit,Primary Health Care Unit,MoH,4.3502,33.6252,GPS
South Sudan,Eastern Equatoria,ugwi/malnyang Primary Health Care Unit,Primary Health Care Unit,MoH,5.043,32.3914,GPS
South Sudan,Eastern Equatoria,Ukwanya Primary Health Care Unit,Primary Health Care Unit,MoH,5.0068,32.3955,GPS
South Sudan,Eastern Equatoria,Umma Primary Health Care Unit,Primary Health Care Unit,MoH,4.1743,33.0192,GPS
South Sudan,Eastern Equatoria,Ungebe Primary Health Care Unit,Primary Health Care Unit,MoH,4.7628,32.4693,GPS
South Sudan,Eastern Equatoria,Ungebe Primary Health Care Unit,Primary Health Care Unit,MoH,4.7628,32.4693,GPS
South Sudan,Eastern Equatoria,Upuo Primary Health Care Centre,Primary Health Care Centre,MoH,4.7861,32.4322,GPS
South Sudan,Eastern Equatoria,Upuo Primary Health Care Unit,Primary Health Care Unit,MoH,4.7868,32.4322,Geonames
South Sudan,Eastern Equatoria,Wildlife Primary Health Care Unit,Primary Health Care Unit,MoH,4.4186,32.5447,GPS
South Sudan,Eastern Equatoria,Winyol Wonga Primary Health Care Unit,Primary Health Care Unit,MoH,3.9337,32.1885,Geonames
South Sudan,Eastern Equatoria,Wipuboy Primary Health Care Unit,Primary Health Care Unit,MoH,5.109,32.4609,GPS
South Sudan,Eastern Equatoria,Wipuboy Primary Health Care Unit,Primary Health Care Unit,MoH,5.109,32.4609,GPS
South Sudan,Eastern Equatoria,Wokobu Primary Health Care Unit,Primary Health Care Unit,MoH,5.1397,33.516,GPS
South Sudan,Jonglei,Ajwarra Primary Health Care Unit,Primary Health Care Unit,MoH,7.0143,33.0967,GPS
South Sudan,Jonglei,Akeer (Ascom) Primary Health Care Unit,Primary Health Care Unit,MoH,7.8321,30.8948,GPS
South Sudan,Jonglei,Akobo County Hospital,County Hospital,MoH,7.799,33.0102,GPS
South Sudan,Jonglei,Akuai-Deng Primary Health Care Unit,Primary Health Care Unit,MoH,6.5635,31.5291,GPS
South Sudan,Jonglei,Alari Primary Health Care Unit,Primary Health Care Unit,MoH,7.0172,34.0017,GPS
South Sudan,Jonglei,Alela Primary Health Care Unit,Primary Health Care Unit,MoH,9.3783,31.3078,GPS
South Sudan,Jonglei,Amiel Primary Health Care Unit,Primary Health Care Unit,MoH,7.6956,31.2766,GPS
South Sudan,Jonglei,Anyidi Primary Health Care Unit,Primary Health Care Unit,MoH,6.1776,31.8129,GPS
South Sudan,Jonglei,Arek Primary Health Care Unit,Primary Health Care Unit,MoH,6.2469,31.5506,GPS
South Sudan,Jonglei,Ascom Ayod Primary Health Care Centre,Primary Health Care Centre,MoH,8.1354,31.4097,GPS
South Sudan,Jonglei,Atar Chuei Primary Health Care Unit,Primary Health Care Unit,MoH,9.2921,31.4103,GPS
South Sudan,Jonglei,Atar Primary Health Care Unit,Primary Health Care Unit,MoH,9.3385,31.4078,GPS
South Sudan,Jonglei,Ayod Primary Health Care Centre,Primary Health Care Centre,MoH,8.1228,31.4136,Geonames
South Sudan,Jonglei,Ayueldit Primary Health Care Unit,Primary Health Care Unit,MoH,7.7244,31.331,GPS
South Sudan,Jonglei,Baidit Primary Health Care Centre,Primary Health Care Centre,MoH,6.4295,31.5626,GPS
South Sudan,Jonglei,Baping Primary Health Care Unit,Primary Health Care Unit,MoH,7.076,31.4284,GPS
South Sudan,Jonglei,Bei Primary Health Care Unit,Primary Health Care Unit,MoH,8.2022,31.3745,GPS
South Sudan,Jonglei,Boma County Hospital,County Hospital,MoH,6.1787,34.3883,GPS
South Sudan,Jonglei,Bor State Hospital,State Hospital,MoH,6.2068,31.5569,Geonames
South Sudan,Jonglei,Bor Town Primary Health Care Unit,Primary Health Care Unit,MoH,6.1937,31.7701,GPS
South Sudan,Jonglei,Buong Primary Health Care Unit,Primary Health Care Unit,MoH,8.1619,32.3803,GPS
South Sudan,Jonglei,Burmath Primary Health Care Unit,Primary Health Care Unit,MoH,7.641,33.0156,GPS
South Sudan,Jonglei,Canal (Ayod) Primary Health Care Unit,Primary Health Care Unit,MoH,8.1321,31.3094,GPS
South Sudan,Jonglei,Canal (Pigi) Primary Health Care Unit,Primary Health Care Unit,MoH,9.3629,31.5496,GPS
South Sudan,Jonglei,Chiban Primary Health Care Unit,Primary Health Care Unit,MoH,7.6454,33.0666,GPS
South Sudan,Jonglei,Chotbora (Old Fang) Primary Health Care Unit,Primary Health Care Unit,MoH,9.1181,30.9262,GPS
South Sudan,Jonglei,Churi Primary Health Care Centre,Primary Health Care Centre,MoH,6.57,34.6208,GPS
South Sudan,Jonglei,Cuei-Ker Primary Health Care Unit,Primary Health Care Unit,MoH,6.0702,31.7943,GPS
South Sudan,Jonglei,Cuei-Magon Primary Health Care Unit,Primary Health Care Unit,MoH,6.1768,31.7766,GPS
South Sudan,Jonglei,Daktek Primary Health Care Unit,Primary Health Care Unit,MoH,7.0443,33.0976,GPS
South Sudan,Jonglei,Dhoreak Primary Health Care Unit,Primary Health Care Unit,MoH,9.0346,30.7094,GPS
South Sudan,Jonglei,Dilule Primary Health Care Unit,Primary Health Care Unit,MoH,7.8604,33.0028,GPS
South Sudan,Jonglei,Diror Primary Health Care Unit,Primary Health Care Unit,MoH,8.1166,32.3313,GPS
South Sudan,Jonglei,Dok Lost Clinic Primary Health Care Unit,Primary Health Care Unit,MoH,7.4825,31.5107,Geonames
South Sudan,Jonglei,Dongchak Primary Health Care Unit,Primary Health Care Unit,MoH,7.6813,31.4143,GPS
